Month,state,district,demo_age_5_17,demo_age_17_,total_demo_updates,youth_update_share,adult_update_share,adult_update_dominance,youth_update_rate,state_avg_demo_updates,DUII
Aug-25,Gujarat,Surat,684,6538,7222,0.094710606,0.905289394,9.558479532,0.094710606,1325.128205,5.4500387
Jun-25,Gujarat,Surat,597,5297,5894,0.101289447,0.898710553,8.872696817,0.101289447,1088.641026,5.414089549
Dec-25,Gujarat,Surat,595,6566,7161,0.083088954,0.916911046,11.03529412,0.083088954,1323.948718,5.40881977
May-25,Maharashtra,Pune,610,6164,6774,0.090050192,0.909949808,10.10491803,0.090050192,1259.88,5.376702543
Mar-25,Gujarat,Ahmedabad,596,5483,6079,0.098042441,0.901957559,9.19966443,0.098042441,1137.230769,5.345441017
Aug-25,Gujarat,Ahmedabad,701,6315,7016,0.099914481,0.900085519,9.008559201,0.099914481,1325.128205,5.294582043
Apr-25,Orissa,Ganjam,11,262,273,0.04029304,0.95970696,23.81818182,0.04029304,52.17857143,5.232032854
Sep-25,Arunachal Pradesh,Changlang,31,216,247,0.125506073,0.874493927,6.967741935,0.125506073,47.24,5.228619814
Jul-25,West Bengal,South 24 Parganas,541,7697,8238,0.065671279,0.934328721,14.22735675,0.065671279,1605.4,5.131431419
Jun-25,West Bengal,South 24 Parganas,1211,15547,16758,0.072263993,0.927736007,12.83815029,0.072263993,3288.702128,5.095627196
Mar-25,Rajasthan,Jaipur,741,5568,6309,0.11745126,0.88254874,7.51417004,0.11745126,1241.695652,5.080955216
Apr-25,Gujarat,Ahmedabad,652,5346,5998,0.108702901,0.891297099,8.199386503,0.108702901,1195.102564,5.018816108
Nov-25,Gujarat,Ahmedabad,560,5016,5576,0.100430416,0.899569584,8.957142857,0.100430416,1114.538462,5.002967769
Dec-25,Rajasthan,Jaipur,748,5914,6662,0.112278595,0.887721405,7.906417112,0.112278595,1333.282609,4.996690091
May-25,Rajasthan,Jaipur,428,3483,3911,0.109434927,0.890565073,8.137850467,0.109434927,786.8043478,4.970740198
Apr-25,Gujarat,Surat,542,5398,5940,0.091245791,0.908754209,9.959409594,0.091245791,1195.102564,4.970284709
Dec-25,Gujarat,Ahmedabad,614,5949,6563,0.093554777,0.906445223,9.688925081,0.093554777,1323.948718,4.957140644
May-25,Orissa,Balangir,2,138,140,0.014285714,0.985714286,69,0.014285714,28.88461538,4.846870839
Apr-25,Nagaland,Dimapur,38,314,352,0.107954545,0.892045455,8.263157895,0.107954545,72.70588235,4.841423948
Oct-25,Orissa,Balangir,8,162,170,0.047058824,0.952941176,20.25,0.047058824,35.16129032,4.834862385
Feb-25,Gujarat,Ahmedabad,424,4378,4802,0.088296543,0.911703457,10.3254717,0.088296543,995.5384615,4.823520321
Aug-25,Orissa,Balangir,5,263,268,0.018656716,0.981343284,52.6,0.018656716,55.85714286,4.797953964
May-25,Telangana,K.v. Rangareddy,721,3336,4057,0.177717525,0.822282475,4.626907074,0.177717525,850.6666667,4.769200627
May-25,Mizoram,Aizawl,18,122,140,0.128571429,0.871428571,6.777777778,0.128571429,29.36363636,4.767801858
Sep-25,Orissa,Balangir,7,135,142,0.049295775,0.950704225,19.28571429,0.049295775,29.92307692,4.745501285
Sep-25,Maharashtra,Pune,680,6528,7208,0.094339623,0.905660377,9.6,0.094339623,1521.862745,4.736300973
Aug-25,Arunachal Pradesh,Changlang,49,188,237,0.206751055,0.793248945,3.836734694,0.206751055,50.04,4.736211031
Oct-25,Nagaland,Dimapur,7,295,302,0.023178808,0.976821192,42.14285714,0.023178808,63.76470588,4.736162362
Nov-25,Rajasthan,Jaipur,604,4974,5578,0.108282539,0.891717461,8.235099338,0.108282539,1179.413043,4.729471181
Jan-25,Orissa,Balangir,8,161,169,0.047337278,0.952662722,20.125,0.047337278,35.76923077,4.724731183
Jun-25,Assam,Nagaon,296,2859,3155,0.093819334,0.906180666,9.658783784,0.093819334,668.2972973,4.720952805
Aug-25,Orissa,Ganjam,21,242,263,0.079847909,0.920152091,11.52380952,0.079847909,55.85714286,4.708439898
Apr-25,Mizoram,Aizawl,38,301,339,0.112094395,0.887905605,7.921052632,0.112094395,72.33333333,4.686635945
Dec-25,Orissa,Balangir,15,198,213,0.070422535,0.929577465,13.2,0.070422535,45.53571429,4.677647059
Oct-25,Rajasthan,Jaipur,548,4224,4772,0.114836547,0.885163453,7.708029197,0.114836547,1032.26087,4.622862438
Apr-25,Telangana,K.v. Rangareddy,692,4066,4758,0.14543926,0.85456074,5.875722543,0.14543926,1030.025,4.619305357
Dec-25,Orissa,Ganjam,19,191,210,0.09047619,0.90952381,10.05263158,0.09047619,45.53571429,4.611764706
Aug-25,Nagaland,Dimapur,31,294,325,0.095384615,0.904615385,9.483870968,0.095384615,70.76470588,4.592684954
Feb-25,Orissa,Balangir,13,159,172,0.075581395,0.924418605,12.23076923,0.075581395,37.55555556,4.579881657
Feb-25,Rajasthan,Jaipur,434,3284,3718,0.116729424,0.883270576,7.566820276,0.116729424,812.0217391,4.578695152
Apr-25,Orissa,Balangir,11,227,238,0.046218487,0.953781513,20.63636364,0.046218487,52.17857143,4.561259411
Feb-25,Mizoram,Aizawl,33,249,282,0.117021277,0.882978723,7.545454545,0.117021277,62.09090909,4.541727672
Jun-25,Orissa,Balangir,11,190,201,0.054726368,0.945273632,17.27272727,0.054726368,44.39285714,4.52775543
Jan-25,Andhra Pradesh,Kurnool,14693,85891,100584,0.146076911,0.853923089,5.845708841,0.146076911,22252.75556,4.520069425
Jun-25,Rajasthan,Jaipur,461,3389,3850,0.11974026,0.88025974,7.351409978,0.11974026,856.1956522,4.496635775
Oct-25,Orissa,Ganjam,2,156,158,0.012658228,0.987341772,78,0.012658228,35.16129032,4.493577982
Jul-25,Telangana,K.v. Rangareddy,553,2453,3006,0.183965403,0.816034597,4.435804702,0.183965403,669.3846154,4.490691795
Nov-25,Arunachal Pradesh,Changlang,26,186,212,0.122641509,0.877358491,7.153846154,0.122641509,47.24,4.487722269
Jun-25,Orissa,Khordha,7,192,199,0.035175879,0.964824121,27.42857143,0.035175879,44.39285714,4.482703138
Mar-25,Telangana,K.v. Rangareddy,729,3613,4342,0.167894979,0.832105021,4.956104252,0.167894979,979.2564103,4.433976591
Sep-25,Maharashtra,Thane,536,6201,6737,0.079560635,0.920439365,11.56902985,0.079560635,1521.862745,4.426811828
Jul-25,Odisha,Ganjam,215,1183,1398,0.15379113,0.84620887,5.502325581,0.15379113,317.2142857,4.407115515
May-25,Arunachal Pradesh,Changlang,17,186,203,0.083743842,0.916256158,10.94117647,0.083743842,46.08333333,4.405063291
Oct-25,Telangana,K.v. Rangareddy,513,2927,3440,0.149127907,0.850872093,5.705653021,0.149127907,782.6923077,4.395085995
Nov-25,Orissa,Balangir,10,180,190,0.052631579,0.947368421,18,0.052631579,43.32142857,4.38582028
Nov-25,Telangana,K.v. Rangareddy,536,2921,3457,0.155047729,0.844952271,5.449626866,0.155047729,791.3333333,4.368576243
Jul-25,Telangana,Hyderabad,486,2436,2922,0.166324435,0.833675565,5.012345679,0.166324435,669.3846154,4.365203402
May-25,Madhya Pradesh,Indore,210,1653,1863,0.112721417,0.887278583,7.871428571,0.112721417,427,4.362997658
Aug-25,Rajasthan,Jaipur,646,5184,5830,0.110806175,0.889193825,8.024767802,0.110806175,1336.577778,4.361886077
Apr-25,Rajasthan,Jaipur,502,4484,4986,0.100681909,0.899318091,8.932270916,0.100681909,1144.021739,4.358308789
Mar-25,Orissa,Balangir,12,205,217,0.055299539,0.944700461,17.08333333,0.055299539,49.80769231,4.356756757
Nov-25,Nagaland,Dimapur,28,212,240,0.116666667,0.883333333,7.571428571,0.116666667,55.47058824,4.326617179
Dec-25,Arunachal Pradesh,Changlang,29,187,216,0.134259259,0.865740741,6.448275862,0.134259259,49.95833333,4.323603003
Jan-25,Madhya Pradesh,Indore,15539,105888,121427,0.127969891,0.872030109,6.814338117,0.127969891,28101.38333,4.321032832
Oct-25,Mizoram,Aizawl,30,329,359,0.08356546,0.91643454,10.96666667,0.08356546,83.45454545,4.301742919
May-25,West Bengal,Murshidabad,691,7643,8334,0.082913367,0.917086633,11.06078148,0.082913367,1941.363636,4.292858815
Nov-25,Mizoram,Aizawl,28,292,320,0.0875,0.9125,10.42857143,0.0875,74.66666667,4.285714286
Jan-25,Rajasthan,Jaipur,15682,134770,150452,0.104232579,0.895767421,8.593929346,0.104232579,35128.63043,4.282888292
Sep-25,Orissa,Khordha,3,125,128,0.0234375,0.9765625,41.66666667,0.0234375,29.92307692,4.277634961
Feb-25,Arunachal Pradesh,Changlang,27,235,262,0.103053435,0.896946565,8.703703704,0.103053435,61.44,4.264322917
Aug-25,Assam,Nagaon,374,3947,4321,0.086554038,0.913445962,10.55347594,0.086554038,1017.135135,4.248206409
Jan-25,Orissa,Khordha,10,141,151,0.066225166,0.933774834,14.1,0.066225166,35.76923077,4.221505376
Jan-25,Arunachal Pradesh,Papum Pare,180,1401,1581,0.113851992,0.886148008,7.783333333,0.113851992,374.5833333,4.220689655
Feb-25,Orissa,Ganjam,11,147,158,0.069620253,0.930379747,13.36363636,0.069620253,37.55555556,4.207100592
Dec-25,Telangana,K.v. Rangareddy,855,5139,5994,0.142642643,0.857357357,6.010526316,0.142642643,1426.307692,4.202459282
Jul-25,Chhattisgarh,Bilaspur,217,1415,1632,0.132965686,0.867034314,6.520737327,0.132965686,390.6666667,4.177474403
Feb-25,Punjab,Ludhiana,94,2106,2200,0.042727273,0.957272727,22.40425532,0.042727273,528.2222222,4.164913757
Jul-25,Punjab,Ludhiana,96,1496,1592,0.060301508,0.939698492,15.58333333,0.060301508,383.0740741,4.155854201
Sep-25,Nagaland,Dimapur,22,206,228,0.096491228,0.903508772,9.363636364,0.096491228,54.875,4.154897494
Feb-25,West Bengal,Murshidabad,990,11872,12862,0.076970922,0.923029078,11.99191919,0.076970922,3096.586957,4.153605302
Feb-25,Telangana,K.v. Rangareddy,842,4063,4905,0.17166157,0.82833843,4.825415677,0.17166157,1181.25641,4.152358419
Aug-25,Mizoram,Aizawl,28,301,329,0.085106383,0.914893617,10.75,0.085106383,79.33333333,4.147058824
Jul-25,Nagaland,Dimapur,8,131,139,0.057553957,0.942446043,16.375,0.057553957,33.5625,4.141527002
Jan-25,Arunachal Pradesh,Changlang,157,1394,1551,0.101225016,0.898774984,8.878980892,0.101225016,374.5833333,4.140600667
Jun-25,Telangana,K.v. Rangareddy,700,3194,3894,0.179763739,0.820236261,4.562857143,0.179763739,941.8974359,4.134208091
Oct-25,Orissa,Khordha,3,142,145,0.020689655,0.979310345,47.33333333,0.020689655,35.16129032,4.123853211
Aug-25,Punjab,Ludhiana,191,3094,3285,0.058143075,0.941856925,16.19895288,0.058143075,797.3703704,4.119791909
Oct-25,Punjab,Ludhiana,142,2314,2456,0.05781759,0.94218241,16.29577465,0.05781759,596.9259259,4.114413352
Mar-25,Maharashtra,Pune,1159,13807,14966,0.077442202,0.922557798,11.91285591,0.077442202,3640.86,4.110567284
Mar-25,Punjab,Ludhiana,199,3241,3440,0.057848837,0.942151163,16.28643216,0.057848837,837.5555556,4.107190236
Jun-25,West Bengal,Murshidabad,1226,12234,13460,0.091084695,0.908915305,9.978792822,0.091084695,3288.702128,4.092799979
May-25,Telangana,Hyderabad,585,2865,3450,0.169565217,0.830434783,4.897435897,0.169565217,850.6666667,4.055642633
Jul-25,Orissa,Khordha,8,75,83,0.096385542,0.903614458,9.375,0.096385542,20.5,4.048780488
May-25,Punjab,Ludhiana,153,2213,2366,0.064666103,0.935333897,14.46405229,0.064666103,586.5185185,4.033973226
Jan-25,Odisha,Ganjam,3981,33777,37758,0.10543461,0.89456539,8.48455162,0.10543461,9364.511628,4.032030874
Feb-25,Maharashtra,Pune,432,4434,4866,0.088779285,0.911220715,10.26388889,0.088779285,1206.96,4.031616624
Dec-25,Nagaland,Dimapur,14,227,241,0.058091286,0.941908714,16.21428571,0.058091286,59.94117647,4.02060844
Apr-25,Nagaland,Tuensang,66,226,292,0.226027397,0.773972603,3.424242424,0.226027397,72.70588235,4.01618123
Jan-25,Tamil Nadu,Tiruvallur,6118,58544,64662,0.094615075,0.905384925,9.569140242,0.094615075,16103.64286,4.015364758
Jan-25,Andhra Pradesh,Guntur,9218,79994,89212,0.103326907,0.896673093,8.678021263,0.103326907,22252.75556,4.009031591
Nov-25,Maharashtra,Pune,791,11451,12242,0.064613625,0.935386375,14.47661188,0.064613625,3061.490196,3.998706256
Mar-25,Mizoram,Aizawl,30,338,368,0.081521739,0.918478261,11.26666667,0.081521739,92.27272727,3.98817734
Aug-25,Telangana,K.v. Rangareddy,968,4517,5485,0.176481313,0.823518687,4.666322314,0.176481313,1379.384615,3.976410886
May-25,West Bengal,North 24 Parganas,392,7315,7707,0.050862852,0.949137148,18.66071429,0.050862852,1941.363636,3.969889956
Nov-25,Assam,Nagaon,226,2293,2519,0.089718142,0.910281858,10.1460177,0.089718142,634.6486486,3.969125287
Mar-25,Orissa,Ganjam,26,171,197,0.131979695,0.868020305,6.576923077,0.131979695,49.80769231,3.955212355
Sep-25,Rajasthan,Jaipur,360,2796,3156,0.114068441,0.885931559,7.766666667,0.114068441,799.0434783,3.949722494
Jun-25,Orissa,Ganjam,15,160,175,0.085714286,0.914285714,10.66666667,0.085714286,44.39285714,3.942075623
Sep-25,Telangana,K.v. Rangareddy,565,3175,3740,0.151069519,0.848930481,5.619469027,0.151069519,953.6153846,3.921916593
Jan-25,Andhra Pradesh,Chittoor,12129,74914,87043,0.139344921,0.860655079,6.176436639,0.139344921,22252.75556,3.911560516
Oct-25,Maharashtra,Pune,877,12775,13652,0.064239672,0.935760328,14.56670468,0.064239672,3503.288462,3.896910046
Dec-25,West Bengal,South 24 Parganas,681,11874,12555,0.054241338,0.945758662,17.43612335,0.054241338,3227.456522,3.89006015
Aug-25,Maharashtra,Pune,913,11830,12743,0.071647179,0.928352821,12.95728368,0.071647179,3278.882353,3.886385246
Jun-25,Maharashtra,Pune,840,11560,12400,0.067741935,0.932258065,13.76190476,0.067741935,3194.039216,3.882231608
Apr-25,Chhattisgarh,Bilaspur,360,4134,4494,0.080106809,0.919893191,11.48333333,0.080106809,1161.769231,3.868238098
Aug-25,Maharashtra,Thane,879,11800,12679,0.069327234,0.930672766,13.42434585,0.069327234,3278.882353,3.8668664
Jan-25,Maharashtra,Mumbai Suburban,9796,82518,92314,0.106116082,0.893883918,8.423642303,0.106116082,24049.42,3.83851253
Nov-25,Telangana,Hyderabad,467,2567,3034,0.153922215,0.846077785,5.496788009,0.153922215,791.3333333,3.834035383
Aug-25,Manipur,Thoubal,597,4753,5350,0.111588785,0.888411215,7.961474037,0.111588785,1398,3.826895565
Jan-25,Jharkhand,Giridih,2763,67267,70030,0.039454519,0.960545481,24.3456388,0.039454519,18322.24242,3.822130413
Jan-25,Punjab,Patiala,5823,53599,59422,0.097994009,0.902005991,9.204705478,0.097994009,15558.59259,3.819240053
Feb-25,Odisha,Ganjam,259,1439,1698,0.152532391,0.847467609,5.555984556,0.152532391,445.5813953,3.810751566
Nov-25,Punjab,Ludhiana,163,2776,2939,0.055461041,0.944538959,17.03067485,0.055461041,774.037037,3.796975932
Feb-25,Maharashtra,Thane,328,4251,4579,0.071631361,0.928368639,12.96036585,0.071631361,1206.96,3.793829124
May-25,West Bengal,South 24 Parganas,530,6835,7365,0.071961982,0.928038018,12.89622642,0.071961982,1941.363636,3.793725123
Nov-25,West Bengal,South 24 Parganas,730,9707,10437,0.06994347,0.93005653,13.29726027,0.06994347,2751.222222,3.793586689
Feb-25,Telangana,Hyderabad,738,3742,4480,0.164732143,0.835267857,5.070460705,0.164732143,1181.25641,3.792572012
Mar-25,Nagaland,Dimapur,22,295,317,0.069400631,0.930599369,13.40909091,0.069400631,83.58823529,3.792399719
Feb-25,West Bengal,South 24 Parganas,725,11010,11735,0.061780997,0.938219003,15.1862069,0.061780997,3096.586957,3.789656213
Mar-25,Himachal Pradesh,Kangra,118,920,1038,0.113680154,0.886319846,7.796610169,0.113680154,274.2142857,3.785360771
Jul-25,Madhya Pradesh,Indore,257,1871,2128,0.120770677,0.879229323,7.280155642,0.120770677,563.3833333,3.77717954
May-25,Orissa,Ganjam,6,103,109,0.055045872,0.944954128,17.16666667,0.055045872,28.88461538,3.773635153
Feb-25,West Bengal,North 24 Parganas,555,11078,11633,0.047709103,0.952290897,19.96036036,0.047709103,3096.586957,3.756716722
Jul-25,Mizoram,Aizawl,13,125,138,0.094202899,0.905797101,9.615384615,0.094202899,36.9,3.739837398
Apr-25,Assam,Nagaon,237,3149,3386,0.069994093,0.930005907,13.28691983,0.069994093,908,3.72907489
Dec-25,Punjab,Ludhiana,168,3150,3318,0.050632911,0.949367089,18.75,0.050632911,891.6666667,3.721121495
Apr-25,Odisha,Ganjam,313,2259,2572,0.121695179,0.878304821,7.217252396,0.121695179,693.9047619,3.706560527
Jun-25,Meghalaya,West Garo Hills,46,290,336,0.136904762,0.863095238,6.304347826,0.136904762,90.91666667,3.695692026
Jan-25,Chhattisgarh,Mahasamund,5753,89740,95493,0.060245254,0.939754746,15.59881801,0.060245254,25886.46154,3.688916689
Jun-25,Odisha,Ganjam,437,2341,2778,0.157307415,0.842692585,5.356979405,0.157307415,754.2926829,3.68292052
Nov-25,Andhra Pradesh,East Godavari,453,4029,4482,0.10107095,0.89892905,8.894039735,0.10107095,1218.622222,3.677924067
Feb-25,Orissa,Khordha,5,133,138,0.036231884,0.963768116,26.6,0.036231884,37.55555556,3.674556213
Oct-25,West Bengal,South 24 Parganas,665,11053,11718,0.056750299,0.943249701,16.62105263,0.056750299,3190.674419,3.672577788
Apr-25,West Bengal,South 24 Parganas,709,10350,11059,0.064110679,0.935889321,14.59802539,0.064110679,3011.52381,3.672227317
Jan-25,Chhattisgarh,Rajnandgaon,5843,89178,95021,0.06149167,0.93850833,15.26236522,0.06149167,25886.46154,3.67068322
Nov-25,Orissa,Ganjam,16,143,159,0.100628931,0.899371069,8.9375,0.100628931,43.32142857,3.670239077
May-25,Orissa,Khordha,7,99,106,0.066037736,0.933962264,14.14285714,0.066037736,28.88461538,3.669773635
Nov-25,Maharashtra,Thane,720,10505,11225,0.064142539,0.935857461,14.59027778,0.064142539,3061.490196,3.666515089
Mar-25,West Bengal,South 24 Parganas,567,7347,7914,0.071645186,0.928354814,12.95767196,0.071645186,2158.977273,3.665624507
Sep-25,West Bengal,Murshidabad,616,7075,7691,0.080093616,0.919906384,11.48538961,0.080093616,2100.195122,3.662040693
Mar-25,Orissa,Khordha,9,173,182,0.049450549,0.950549451,19.22222222,0.049450549,49.80769231,3.654054054
Mar-25,Maharashtra,Thane,1048,12253,13301,0.078791068,0.921208932,11.69179389,0.078791068,3640.86,3.653257747
Aug-25,Odisha,Ganjam,386,2430,2816,0.137073864,0.862926136,6.295336788,0.137073864,771.4090909,3.650462554
Nov-25,Orissa,Khordha,11,147,158,0.069620253,0.930379747,13.36363636,0.069620253,43.32142857,3.647155812
Apr-25,Telangana,Hyderabad,586,3170,3756,0.156017039,0.843982961,5.409556314,0.156017039,1030.025,3.646513434
Aug-25,West Bengal,South 24 Parganas,703,11852,12555,0.055993628,0.944006372,16.85917496,0.055993628,3444.666667,3.644764854
Nov-25,Jammu & Kashmir,Jammu,2,11,13,0.153846154,0.846153846,5.5,0.153846154,3.571428571,3.64
Jan-25,Tamil Nadu,Kancheepuram,5451,53092,58543,0.093111047,0.906888953,9.739864245,0.093111047,16103.64286,3.635388621
Oct-25,Andhra Pradesh,Prakasam,311,2991,3302,0.094185342,0.905814658,9.617363344,0.094185342,910.0222222,3.628482821
Jun-25,Maharashtra,Solapur,218,11368,11586,0.018815812,0.981184188,52.14678899,0.018815812,3194.039216,3.627381888
Jun-25,Andhra Pradesh,Chittoor,664,2929,3593,0.184803785,0.815196215,4.411144578,0.184803785,993.7111111,3.615738981
Sep-25,Telangana,Hyderabad,460,2983,3443,0.133604415,0.866395585,6.484782609,0.133604415,953.6153846,3.610470275
Jan-25,Orissa,Ganjam,9,120,129,0.069767442,0.930232558,13.33333333,0.069767442,35.76923077,3.606451613
Dec-25,Orissa,Khordha,9,155,164,0.054878049,0.945121951,17.22222222,0.054878049,45.53571429,3.601568627
Jun-25,West Bengal,North 24 Parganas,691,11153,11844,0.058341776,0.941658224,16.14037627,0.058341776,3288.702128,3.601420725
Mar-25,Arunachal Pradesh,Papum Pare,40,191,231,0.173160173,0.826839827,4.775,0.173160173,64.25,3.595330739
Jan-25,Gujarat,Rajkot,6094,71628,77722,0.078407658,0.921592342,11.75385625,0.078407658,21631.58974,3.592986041
Jan-25,Arunachal Pradesh,West Siang,130,1215,1345,0.096654275,0.903345725,9.346153846,0.096654275,374.5833333,3.590656285
Dec-25,Maharashtra,Pune,1092,15619,16711,0.065346179,0.934653821,14.30311355,0.065346179,4660.72549,3.585493296
Jul-25,Maharashtra,Ahmadnagar,221,9425,9646,0.022911051,0.977088949,42.64705882,0.022911051,2690.72549,3.58490676
Jan-25,West Bengal,North 24 Parganas,4344,73834,78178,0.055565504,0.944434496,16.99677716,0.055565504,21813.04,3.584002963
Mar-25,Chhattisgarh,Bilaspur,368,2965,3333,0.110411041,0.889588959,8.057065217,0.110411041,930.1794872,3.583179425
Dec-25,Odisha,Ganjam,386,2063,2449,0.157615353,0.842384647,5.344559585,0.157615353,683.5116279,3.582967575
Aug-25,Orissa,Khordha,7,193,200,0.035,0.965,27.57142857,0.035,55.85714286,3.58056266
Jul-25,Tamil Nadu,Chennai,463,2715,3178,0.145689113,0.854310887,5.863930886,0.145689113,889.7857143,3.571646464
Aug-25,West Bengal,Murshidabad,1004,11296,12300,0.081626016,0.918373984,11.25099602,0.081626016,3444.666667,3.570737372
Dec-25,Assam,Dhubri,182,2054,2236,0.081395349,0.918604651,11.28571429,0.081395349,627.1621622,3.565266106
Dec-25,Andhra Pradesh,East Godavari,438,3795,4233,0.103472714,0.896527286,8.664383562,0.103472714,1187.4,3.564931784
Jan-25,Punjab,Amritsar,3947,51491,55438,0.071196652,0.928803348,13.04560426,0.071196652,15558.59259,3.563175761
Jul-25,Orissa,Balangir,2,71,73,0.02739726,0.97260274,35.5,0.02739726,20.5,3.56097561
Nov-25,Andhra Pradesh,Guntur,549,3787,4336,0.126614391,0.873385609,6.897996357,0.126614391,1218.622222,3.558116634
Jul-25,Himachal Pradesh,Kangra,77,398,475,0.162105263,0.837894737,5.168831169,0.162105263,133.5714286,3.556149733
Jan-25,West Bengal,Malda,7234,70284,77518,0.093320261,0.906679739,9.715786563,0.093320261,21813.04,3.553745833
Mar-25,West Bengal,North 24 Parganas,434,7236,7670,0.056584094,0.943415906,16.67281106,0.056584094,2158.977273,3.552608032
Oct-25,West Bengal,Paschim Medinipur,615,10695,11310,0.054376658,0.945623342,17.3902439,0.054376658,3190.674419,3.544705136
