state,district,month,bio_age_5_17,bio_age_17_plus,total_bio_updates,child_to_adult_ratio,child_bio_share,Bio_Stress_Index
Andhra Pradesh,Bapatla,2025-04,220,165,385,1.3333333333333333,0.5714285714285714,0.04073260266538021
Andhra Pradesh,Bapatla,2025-05,508,303,811,1.6765676567656767,0.6263871763255241,0.0858029630172035
Andhra Pradesh,Bapatla,2025-06,822,465,1287,1.767741935483871,0.6386946386946387,0.1361632717671281
Andhra Pradesh,Bapatla,2025-07,171,165,336,1.0363636363636364,0.5089285714285714,0.035548453235240904
Andhra Pradesh,Bapatla,2025-09,134,182,316,0.7362637362637363,0.4240506329113924,0.033432473876000374
Andhra Pradesh,Bapatla,2025-10,462,171,633,2.7017543859649122,0.7298578199052133,0.06697074671996278
Andhra Pradesh,Bapatla,2025-11,769,203,972,3.7881773399014778,0.7911522633744856,0.10283659685908976
Andhra Pradesh,Bapatla,2025-12,699,298,997,2.3456375838926173,0.7011033099297894,0.10548157105814043
Andhra Pradesh,Chittoor,2025-03,18773,9414,28187,1.9941576375610792,0.6660162486252528,2.9821555099456414
Andhra Pradesh,Chittoor,2025-04,35284,10206,45490,3.457182049774642,0.7756429984612002,4.812795052592586
Andhra Pradesh,Chittoor,2025-05,25633,9255,34888,2.769638033495408,0.734722540701674,3.6911143942591806
Andhra Pradesh,Chittoor,2025-06,21156,9672,30828,2.1873449131513647,0.6862592448423511,3.261570584333353
Andhra Pradesh,Chittoor,2025-07,8888,10455,19343,0.8501195600191296,0.45949439073566667,2.046469437289479
Andhra Pradesh,Chittoor,2025-09,5089,7068,12157,0.7200056593095643,0.41860656411943736,1.2861980535143562
Andhra Pradesh,Chittoor,2025-10,19337,6698,26035,2.886981188414452,0.7427309391204149,2.7544761308913603
Andhra Pradesh,Chittoor,2025-11,22221,8662,30883,2.5653428769337334,0.7195220671566881,3.2673895275712646
Andhra Pradesh,Chittoor,2025-12,12329,11265,23594,1.09445184198846,0.5225481054505383,2.4962208500960537
Andhra Pradesh,Cuddapah,2025-03,11599,5222,16821,2.221179624664879,0.6895547232625884,1.779644440089248
Andhra Pradesh,Cuddapah,2025-04,22219,5703,27922,3.8960196387866035,0.7957524532626603,2.954118783435704
Andhra Pradesh,Cuddapah,2025-05,18656,5900,24556,3.1620338983050846,0.7597328555139273,2.597999457275523
Andhra Pradesh,Cuddapah,2025-06,17592,6976,24568,2.521788990825688,0.7160534028003908,2.5992690448910674
Andhra Pradesh,Cuddapah,2025-07,7080,7148,14228,0.9904868494683827,0.49761034579701996,1.5053077161637132
Andhra Pradesh,Cuddapah,2025-09,3714,4701,8415,0.790044671346522,0.4413547237076649,0.8902983154004531
Andhra Pradesh,Cuddapah,2025-10,10849,5852,16701,1.853896103896104,0.6496018202502845,1.7669485639338047
Andhra Pradesh,Cuddapah,2025-11,11718,5958,17676,1.9667673716012084,0.6629327902240326,1.8701025576967805
Andhra Pradesh,Cuddapah,2025-12,11700,8209,19909,1.425264953100256,0.5876739163192526,2.106351653155986
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025-03,116,181,297,0.6408839779005525,0.39057239057239057,0.03142229348472187
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025-04,321,247,568,1.2995951417004048,0.5651408450704225,0.060093813802431055
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025-05,615,414,1029,1.4855072463768115,0.597667638483965,0.10886713803292528
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025-06,668,528,1196,1.2651515151515151,0.5585284280936454,0.1265355656825837
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025-07,182,300,482,0.6066666666666667,0.3775933609958506,0.05099510255769678
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025-09,200,309,509,0.6472491909385113,0.3929273084479371,0.05385167469267149
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025-10,653,240,893,2.720833333333333,0.7312430011198209,0.09447847839008967
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025-11,941,295,1236,3.1898305084745764,0.761326860841424,0.13076752440106476
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025-12,656,440,1096,1.490909090909091,0.5985401459854015,0.11595566888638105
Andhra Pradesh,East Godavari,2025-03,18286,11512,29798,1.5884294649061848,0.6136653466675616,3.152597647332466
Andhra Pradesh,East Godavari,2025-04,39510,11585,51095,3.410444540353906,0.7732654858596731,5.405798268019744
Andhra Pradesh,East Godavari,2025-05,29904,11079,40983,2.6991605740590305,0.7296683990923065,4.335959103987732
Andhra Pradesh,East Godavari,2025-06,30081,12219,42300,2.461821753007611,0.7111347517730496,4.475296344793722
Andhra Pradesh,East Godavari,2025-07,12528,13506,26034,0.9275877387827632,0.4812168702466006,2.7543703319233983
Andhra Pradesh,East Godavari,2025-09,7385,7853,15238,0.9404049407869604,0.48464365402283766,1.6121646738053599
Andhra Pradesh,East Godavari,2025-10,20988,7726,28714,2.716541548019674,0.7309326460959811,3.0379115660616294
Andhra Pradesh,East Godavari,2025-11,26682,9204,35886,2.898956975228162,0.7435211503093129,3.796701764285283
Andhra Pradesh,East Godavari,2025-12,19540,12262,31802,1.5935410210406133,0.6144267656122256,3.364618779128367
Andhra Pradesh,Eluru,2025-03,171,308,479,0.5551948051948052,0.3569937369519833,0.050677705653810697
Andhra Pradesh,Eluru,2025-04,402,462,864,0.8701298701298701,0.4652777777777778,0.0914103083191909
Andhra Pradesh,Eluru,2025-05,801,734,1535,1.0912806539509536,0.5218241042345277,0.1624014158217107
Andhra Pradesh,Eluru,2025-06,899,693,1592,1.2972582972582973,0.5646984924623115,0.1684319569955462
Andhra Pradesh,Eluru,2025-07,235,374,609,0.6283422459893048,0.38587848932676516,0.06443157148887414
Andhra Pradesh,Eluru,2025-09,215,392,607,0.548469387755102,0.3542009884678748,0.06421997355295009
Andhra Pradesh,Eluru,2025-10,381,267,648,1.4269662921348314,0.5879629629629629,0.06855773123939318
Andhra Pradesh,Eluru,2025-11,584,285,869,2.049122807017544,0.6720368239355581,0.09193930315900103
Andhra Pradesh,Eluru,2025-12,600,427,1027,1.405152224824356,0.5842259006815969,0.10865554009700122
Andhra Pradesh,Guntur,2025-03,19655,11604,31259,1.693812478455705,0.628778911673438,3.3071699395249867
Andhra Pradesh,Guntur,2025-04,40190,11344,51534,3.542842031029619,0.779873481584973,5.452244014955074
Andhra Pradesh,Guntur,2025-05,28530,12010,40540,2.3755203996669443,0.703749383325111,4.289090161180555
Andhra Pradesh,Guntur,2025-06,28176,13524,41700,2.08340727595386,0.6756834532374101,4.411816964016506
Andhra Pradesh,Guntur,2025-07,11415,14196,25611,0.8040997464074388,0.4457069228066065,2.709617368475461
Andhra Pradesh,Guntur,2025-09,4976,8246,13222,0.6034440941062333,0.3763424595371351,1.3988739543939146
Andhra Pradesh,Guntur,2025-10,17165,8852,26017,1.9391098056936285,0.6597609255486797,2.7525717494680437
Andhra Pradesh,Guntur,2025-11,21021,10826,31847,1.9417143912802513,0.6600621722611235,3.3693797326866584
Andhra Pradesh,Guntur,2025-12,16537,13427,29964,1.2316228494823862,0.551895608063009,3.1701602760141623
Andhra Pradesh,Hyderabad,2025-03,2070,9936,12006,0.20833333333333334,0.1724137931034483,1.2702224093520902
Andhra Pradesh,Hyderabad,2025-04,1935,8839,10774,0.21891616698721575,0.17959903471319844,1.1398780808228737
Andhra Pradesh,Hyderabad,2025-05,2418,8605,11023,0.2809994189424753,0.21935952100154224,1.1662220238454182
Andhra Pradesh,Hyderabad,2025-06,2416,9534,11950,0.25340885252779527,0.20217573221757323,1.2642976671462167
Andhra Pradesh,Hyderabad,2025-07,3151,12504,15655,0.2519993602047345,0.20127754710954968,1.656282843445525
Andhra Pradesh,Hyderabad,2025-09,2138,8364,10502,0.25561932089909134,0.20358027042468102,1.1111007615372024
Andhra Pradesh,Hyderabad,2025-10,2851,6315,9166,0.45146476642913697,0.31104080296748854,0.969753340339935
Andhra Pradesh,Hyderabad,2025-11,3097,7432,10529,0.4167115177610334,0.29413999430145316,1.113957333672177
Andhra Pradesh,Hyderabad,2025-12,3287,10852,14139,0.3028934758569849,0.2324775443807907,1.4958916080150928
Andhra Pradesh,K.V.Rangareddy,2025-07,10,12,22,0.8333333333333334,0.45454545454545453,0.0023275772951645833
Andhra Pradesh,K.V.Rangareddy,2025-09,33,177,210,0.1864406779661017,0.15714285714285714,0.022217783272025567
Andhra Pradesh,K.V.Rangareddy,2025-10,52,164,216,0.3170731707317073,0.24074074074074073,0.022852577079797726
Andhra Pradesh,K.V.Rangareddy,2025-11,29,138,167,0.21014492753623187,0.17365269461077845,0.017668427649658428
Andhra Pradesh,K.V.Rangareddy,2025-12,44,114,158,0.38596491228070173,0.27848101265822783,0.016716236938000187
Andhra Pradesh,K.v. Rangareddy,2025-03,11,6,17,1.8333333333333333,0.6470588235294118,0.0017985824553544507
Andhra Pradesh,K.v. Rangareddy,2025-06,23,12,35,1.9166666666666667,0.6571428571428571,0.0037029638786709278
Andhra Pradesh,K.v. Rangareddy,2025-09,34,52,86,0.6538461538461539,0.3953488372093023,0.00909871124473428
Andhra Pradesh,K.v. Rangareddy,2025-10,47,39,86,1.205128205128205,0.5465116279069767,0.00909871124473428
Andhra Pradesh,K.v. Rangareddy,2025-11,37,35,72,1.0571428571428572,0.5138888888888888,0.007617525693265908
Andhra Pradesh,K.v. Rangareddy,2025-12,64,44,108,1.4545454545454546,0.5925925925925926,0.011426288539898863
Andhra Pradesh,Kakinada,2025-03,203,317,520,0.6403785488958991,0.3903846153846154,0.055015463340253784
Andhra Pradesh,Kakinada,2025-04,710,613,1323,1.1582381729200653,0.5366591080876795,0.13997203461376106
Andhra Pradesh,Kakinada,2025-05,1272,742,2014,1.7142857142857142,0.631578947368421,0.21307912147552138
Andhra Pradesh,Kakinada,2025-06,1091,690,1781,1.5811594202898551,0.6125772038180798,0.1884279619403692
Andhra Pradesh,Kakinada,2025-07,524,607,1131,0.8632619439868204,0.46330680813439434,0.11965863276505198
Andhra Pradesh,Kakinada,2025-09,250,346,596,0.7225433526011561,0.41946308724832215,0.0630561849053678
Andhra Pradesh,Kakinada,2025-10,954,324,1278,2.9444444444444446,0.7464788732394366,0.1352110810554699
Andhra Pradesh,Kakinada,2025-11,1247,382,1629,3.264397905759162,0.7655003069367711,0.17234651881014118
Andhra Pradesh,Kakinada,2025-12,890,536,1426,1.6604477611940298,0.6241234221598878,0.1508693283138498
Andhra Pradesh,Karim Nagar,2025-03,26,117,143,0.2222222222222222,0.18181818181818182,0.015129252418569791
Andhra Pradesh,Karim Nagar,2025-04,25,34,59,0.7352941176470589,0.423728813559322,0.006242139109759564
Andhra Pradesh,Karim Nagar,2025-05,40,116,156,0.3448275862068966,0.2564102564102564,0.016504639002076136
Andhra Pradesh,Karim Nagar,2025-06,13,57,70,0.22807017543859648,0.18571428571428572,0.0074059277573418555
Andhra Pradesh,Karim Nagar,2025-07,18,99,117,0.18181818181818182,0.15384615384615385,0.012378479251557101
Andhra Pradesh,Karim Nagar,2025-09,36,226,262,0.1592920353982301,0.13740458015267176,0.027719329606050946
Andhra Pradesh,Karim Nagar,2025-10,82,163,245,0.5030674846625767,0.3346938775510204,0.025920747150696494
Andhra Pradesh,Karim Nagar,2025-11,76,223,299,0.34080717488789236,0.25418060200668896,0.031633891420645925
Andhra Pradesh,Karim Nagar,2025-12,71,275,346,0.2581818181818182,0.20520231213872833,0.03660644291486117
Andhra Pradesh,Karimnagar,2025-03,269,1150,1419,0.23391304347826086,0.18957011980267793,0.15012873553811562
Andhra Pradesh,Karimnagar,2025-04,140,487,627,0.2874743326488706,0.22328548644338117,0.06633595291219062
Andhra Pradesh,Karimnagar,2025-05,426,1049,1475,0.40610104861773116,0.2888135593220339,0.1560534777439891
Andhra Pradesh,Karimnagar,2025-06,491,1267,1758,0.38752959747434884,0.2792946530147895,0.1859945856772426
Andhra Pradesh,Karimnagar,2025-07,396,1614,2010,0.24535315985130113,0.19701492537313434,0.21265592560367327
Andhra Pradesh,Karimnagar,2025-09,392,2746,3138,0.14275309541150766,0.12492033142128744,0.3319971614648392
Andhra Pradesh,Karimnagar,2025-10,797,1494,2291,0.5334672021419009,0.3478830205150589,0.24238543560100273
Andhra Pradesh,Karimnagar,2025-11,639,1375,2014,0.4647272727272727,0.317279046673287,0.21307912147552138
Andhra Pradesh,Karimnagar,2025-12,788,1607,2395,0.4903546981953951,0.3290187891440501,0.2533885282690535
Andhra Pradesh,Khammam,2025-03,1070,2855,3925,0.37478108581436076,0.27261146496815286,0.415260949250954
Andhra Pradesh,Khammam,2025-04,790,2151,2941,0.36727103672710365,0.26861611696701804,0.31115476477632
Andhra Pradesh,Khammam,2025-05,1378,2496,3874,0.5520833333333334,0.35570469798657717,0.4098652018848907
Andhra Pradesh,Khammam,2025-06,2069,3017,5086,0.6857805767318529,0.4068029885961463,0.5380935510548668
Andhra Pradesh,Khammam,2025-07,1649,4479,6128,0.3681625362804197,0.26909268929503916,0.6483360756712985
Andhra Pradesh,Khammam,2025-09,1992,2699,4691,0.738051130048166,0.4246429332764869,0.49630295870986635
Andhra Pradesh,Khammam,2025-10,2726,3065,5791,0.8893964110929853,0.47073044379209117,0.6126818234680955
Andhra Pradesh,Khammam,2025-11,2122,2292,4414,0.9258289703315882,0.4807430901676484,0.466996644584385
Andhra Pradesh,Khammam,2025-12,1740,2368,4108,0.7347972972972973,0.42356377799415773,0.4346221603880049
Andhra Pradesh,Krishna,2025-03,16816,9887,26703,1.7008192576110044,0.6297419765569412,2.825149841489994
Andhra Pradesh,Krishna,2025-04,29038,9999,39037,2.904090409040904,0.7438583907574865,4.130074312333629
Andhra Pradesh,Krishna,2025-05,20478,9521,29999,2.1508244932255014,0.6826227540918031,3.173863239892833
Andhra Pradesh,Krishna,2025-06,20590,10292,30882,2.0005829770695684,0.666731429311573,3.2672837286033025
Andhra Pradesh,Krishna,2025-07,11727,11239,22966,1.0434202331168254,0.5106244012888618,2.4297790982159007
Andhra Pradesh,Krishna,2025-09,5652,9254,14906,0.6107629133347742,0.379176170669529,1.5770394164419672
Andhra Pradesh,Krishna,2025-10,13069,7233,20302,1.8068574588690722,0.6437296818047483,2.147930647565062
Andhra Pradesh,Krishna,2025-11,17877,8508,26385,2.1011988716502117,0.6775440591245026,2.7915057696780696
Andhra Pradesh,Krishna,2025-12,11541,10526,22067,1.0964278928367852,0.5229981420220239,2.334665826018039
Andhra Pradesh,Kurnool,2025-03,27662,10576,38238,2.6155446293494706,0.7234164966786966,4.045540936931969
Andhra Pradesh,Kurnool,2025-04,56618,11320,67938,5.001590106007067,0.8333774912420148,7.187770285404157
Andhra Pradesh,Kurnool,2025-05,38609,11871,50480,3.2523797489680732,0.7648375594294771,5.340731902723098
Andhra Pradesh,Kurnool,2025-06,34015,13321,47336,2.5534869754522935,0.7185862768294744,5.008099947450487
Andhra Pradesh,Kurnool,2025-07,15103,14834,29937,1.018134016448699,0.5044927681464408,3.167303703879188
Andhra Pradesh,Kurnool,2025-09,7839,9118,16957,0.8597280105286247,0.4622869611369936,1.7940330997320835
Andhra Pradesh,Kurnool,2025-10,23968,10978,34946,2.183275642193478,0.6858581811938419,3.697250734400978
Andhra Pradesh,Kurnool,2025-11,21105,11578,32683,1.8228536880290205,0.6457485542942815,3.4578276699029122
Andhra Pradesh,Kurnool,2025-12,18073,14045,32118,1.2867924528301886,0.5627062706270627,3.3980512530043674
Andhra Pradesh,Mahabub Nagar,2025-03,45,269,314,0.16728624535315986,0.14331210191082802,0.033220875940076326
